,,,Range,,
51,,,,,
60,,,,,
21,,,,,
88,,,,,
0,,,,,
37,,,,,
77,,,,,
78,,,,,
79,,,,,
82,,,,,
77,,,,,
79,,,,,
78,,,,,
80,,,,,
80,,,,,
77,,,,,
79,,,,,
83,,,,,
87,,,,,
89,,,,,
80,,,,,
86,,,,,
90,,,,,
81,,,,,
80,,,,,
77,,,,,
92,,,,,
89,,,,,
93,,,,,
84,,,,,
81,,,,,
82,,,,,
83,,,,,
79,,,,,
81,,,,,
83,,,,,
88,,,,,
88,,,,,
5,,,,,
83,,,,,
81,,,,,
91,,,,,
96,,,,,
87,,,,,
4,,,,,
9,,,,,
0,,,,,
78,,,,,
90,,,,,
7,,,,,
89,,,,,
86,,,,,
89,,,,,
85,,,,,
89,,,,,
94,,,,,
80,,,,,
4,,,,,
91,,,,,
7,,,,,
79,,,,,
89,,,,,
10,,,,,
1,,,,,
15,,,,,
93,,,,,
77,,,,,
87,,,,,
79,,,,,
93,,,,,
85,,,,,
85,,,,,
0,,,,,
84,,,,,
8,,,,,
80,,,,,
88,,,,,
99,,,,,
12,,,,,
40,,,,,
94,,,,,
84,,,,,
45,,,,,
10,,,,,
39,,,,,
4,,,,,
18,,,,,
58,,,,,
80,,,,,
24,,,,,
88,,,,,
86,,,,,
82,,,,,
29,,,,,
86,,,,,
22,,,,,
11,,,,,
85,,,,,
97,,,,,
12,,,,,
96,,,,,
93,,,,,
0,,,,,
79,,,,,
88,,,,,
77,,,,,
78,,,,,
79,,,,,
82,,,,,
76,,,,,
80,,,,,
78,,,,,
81,,,,,
83,,,,,
78,,,,,
78,,,,,
78,,,,,
81,,,,,
82,,,,,
79,,,,,
79,,,,,
84,,,,,
86,,,,,
89,,,,,
77,,,,,
84,,,,,
86,,,,,
82,,,,,
89,,,,,
77,,,,,
90,,,,,
85,,,,,
93,,,,,
1,,,,,
79,,,,,
88,,,,,
15,,,,,
8,,,,,
96,,,,,
79,,,,,
82,,,,,
87,,,,,
97,,,,,
88,,,,,
96,,,,,
84,,,,,
85,,,,,
81,,,,,
89,,,,,
86,,,,,
0,,,,,
11,,,,,
8,,,,,
93,,,,,
4,,,,,
6,,,,,
22,,,,,
87,,,,,
36,,,,,
88,,,,,
5,,,,,
30,,,,,
86,,,,,
13,,,,,
79,,,,,
79,,,,,
6,,,,,
80,,,,,
80,,,,,
33,,,,,
22,,,,,
98,,,,,
81,,,,,
95,,,,,
78,,,,,
90,,,,,
24,,,,,
32,,,,,
15,,,,,
29,,,,,
30,,,,,
12,,,,,
83,,,,,
89,,,,,
5,,,,,
0,,,,,
68,,,,,
11,,,,,
82,,,,,
87,,,,,
10,,,,,
52,,,,,
86,,,,,
89,,,,,
66,,,,,
95,,,,,
79,,,,,
5,,,,,
61,,,,,
0,,,,,
17,,,,,
37,,,,,
79,,,,,
88,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
76,,,,,
77,,,,,
80,,,,,
79,,,,,
86,,,,,
76,,,,,
80,,,,,
89,,,,,
86,,,,,
88,,,,,
82,,,,,
91,,,,,
81,,,,,
86,,,,,
80,,,,,
78,,,,,
85,,,,,
88,,,,,
79,,,,,
87,,,,,
98,,,,,
77,,,,,
92,,,,,
98,,,,,
8,,,,,
1,,,,,
95,,,,,
93,,,,,
91,,,,,
80,,,,,
78,,,,,
85,,,,,
99,,,,,
89,,,,,
13,,,,,
83,,,,,
91,,,,,
14,,,,,
98,,,,,
37,,,,,
95,,,,,
86,,,,,
6,,,,,
80,,,,,
96,,,,,
12,,,,,
87,,,,,
96,,,,,
5,,,,,
86,,,,,
95,,,,,
8,,,,,
6,,,,,
6,,,,,
89,,,,,
96,,,,,
14,,,,,
3,,,,,
94,,,,,
9,,,,,
16,,,,,
7,,,,,
78,,,,,
15,,,,,
81,,,,,
15,,,,,
55,,,,,
78,,,,,
19,,,,,
63,,,,,
5,,,,,
13,,,,,
75,,,,,
13,,,,,
19,,,,,
79,,,,,
4,,,,,
15,,,,,
23,,,,,
46,,,,,
88,,,,,
81,,,,,
82,,,,,
16,,,,,
6,,,,,
89,,,,,
85,,,,,
39,,,,,
79,,,,,
1,,,,,
16,,,,,
26,,,,,
78,,,,,
95,,,,,
25,,,,,
77,,,,,
78,,,,,
81,,,,,
80,,,,,
78,,,,,
77,,,,,
78,,,,,
83,,,,,
90,,,,,
76,,,,,
86,,,,,
78,,,,,
86,,,,,
88,,,,,
82,,,,,
78,,,,,
82,,,,,
85,,,,,
87,,,,,
80,,,,,
85,,,,,
87,,,,,
79,,,,,
93,,,,,
80,,,,,
86,,,,,
78,,,,,
91,,,,,
89,,,,,
85,,,,,
1,,,,,
3,,,,,
3,,,,,
97,,,,,
93,,,,,
91,,,,,
0,,,,,
99,,,,,
96,,,,,
89,,,,,
96,,,,,
91,,,,,
92,,,,,
80,,,,,
88,,,,,
98,,,,,
6,,,,,
0,,,,,
94,,,,,
9,,,,,
95,,,,,
24,,,,,
3,,,,,
81,,,,,
78,,,,,
95,,,,,
21,,,,,
93,,,,,
92,,,,,
86,,,,,
78,,,,,
58,,,,,
94,,,,,
23,,,,,
20,,,,,
84,,,,,
83,,,,,
84,,,,,
15,,,,,
94,,,,,
77,,,,,
8,,,,,
45,,,,,
91,,,,,
68,,,,,
98,,,,,
3,,,,,
29,,,,,
91,,,,,
8,,,,,
92,,,,,
94,,,,,
50,,,,,
88,,,,,
14,,,,,
86,,,,,
69,,,,,
99,,,,,
18,,,,,
83,,,,,
97,,,,,
59,,,,,
11,,,,,
19,,,,,
19,,,,,
95,,,,,
89,,,,,
1,,,,,
13,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
77,,,,,
77,,,,,
80,,,,,
80,,,,,
85,,,,,
80,,,,,
78,,,,,
78,,,,,
79,,,,,
94,,,,,
92,,,,,
83,,,,,
95,,,,,
95,,,,,
95,,,,,
78,,,,,
86,,,,,
78,,,,,
81,,,,,
82,,,,,
78,,,,,
82,,,,,
88,,,,,
79,,,,,
20,,,,,
78,,,,,
86,,,,,
99,,,,,
90,,,,,
3,,,,,
90,,,,,
85,,,,,
2,,,,,
4,,,,,
97,,,,,
86,,,,,
79,,,,,
80,,,,,
3,,,,,
87,,,,,
78,,,,,
92,,,,,
86,,,,,
96,,,,,
25,,,,,
85,,,,,
86,,,,,
81,,,,,
11,,,,,
2,,,,,
2,,,,,
18,,,,,
5,,,,,
6,,,,,
40,,,,,
88,,,,,
84,,,,,
94,,,,,
93,,,,,
84,,,,,
96,,,,,
79,,,,,
11,,,,,
39,,,,,
87,,,,,
7,,,,,
19,,,,,
16,,,,,
86,,,,,
85,,,,,
84,,,,,
5,,,,,
2,,,,,
7,,,,,
20,,,,,
45,,,,,
25,,,,,
24,,,,,
13,,,,,
80,,,,,
94,,,,,
10,,,,,
51,,,,,
14,,,,,
86,,,,,
27,,,,,
47,,,,,
6,,,,,
34,,,,,
6,,,,,
0,,,,,
10,,,,,
87,,,,,
95,,,,,
25,,,,,
77,,,,,
78,,,,,
81,,,,,
80,,,,,
76,,,,,
77,,,,,
80,,,,,
79,,,,,
80,,,,,
76,,,,,
79,,,,,
82,,,,,
80,,,,,
80,,,,,
77,,,,,
85,,,,,
91,,,,,
81,,,,,
85,,,,,
92,,,,,
92,,,,,
78,,,,,
82,,,,,
89,,,,,
79,,,,,
91,,,,,
93,,,,,
98,,,,,
83,,,,,
79,,,,,
81,,,,,
97,,,,,
2,,,,,
8,,,,,
1,,,,,
85,,,,,
78,,,,,
93,,,,,
87,,,,,
95,,,,,
18,,,,,
11,,,,,
96,,,,,
9,,,,,
30,,,,,
78,,,,,
30,,,,,
88,,,,,
0,,,,,
98,,,,,
81,,,,,
1,,,,,
79,,,,,
95,,,,,
91,,,,,
8,,,,,
85,,,,,
82,,,,,
99,,,,,
85,,,,,
98,,,,,
12,,,,,
69,,,,,
13,,,,,
15,,,,,
89,,,,,
86,,,,,
28,,,,,
95,,,,,
85,,,,,
87,,,,,
82,,,,,
83,,,,,
39,,,,,
43,,,,,
38,,,,,
18,,,,,
23,,,,,
76,,,,,
0,,,,,
2,,,,,
96,,,,,
85,,,,,
80,,,,,
26,,,,,
86,,,,,
23,,,,,
10,,,,,
96,,,,,
85,,,,,
22,,,,,
14,,,,,
0,,,,,
50,,,,,
47,,,,,
65,,,,,
50,,,,,
30,,,,,
36,,,,,
77,,,,,
78,,,,,
80,,,,,
80,,,,,
78,,,,,
81,,,,,
80,,,,,
79,,,,,
88,,,,,
79,,,,,
85,,,,,
78,,,,,
80,,,,,
81,,,,,
85,,,,,
79,,,,,
82,,,,,
88,,,,,
88,,,,,
83,,,,,
83,,,,,
82,,,,,
7,,,,,
96,,,,,
83,,,,,
86,,,,,
87,,,,,
85,,,,,
80,,,,,
83,,,,,
6,,,,,
96,,,,,
91,,,,,
82,,,,,
79,,,,,
91,,,,,
78,,,,,
83,,,,,
90,,,,,
10,,,,,
86,,,,,
97,,,,,
84,,,,,
88,,,,,
84,,,,,
86,,,,,
81,,,,,
7,,,,,
7,,,,,
9,,,,,
38,,,,,
88,,,,,
5,,,,,
10,,,,,
84,,,,,
12,,,,,
81,,,,,
79,,,,,
83,,,,,
35,,,,,
28,,,,,
14,,,,,
95,,,,,
99,,,,,
24,,,,,
25,,,,,
96,,,,,
90,,,,,
32,,,,,
96,,,,,
89,,,,,
86,,,,,
27,,,,,
50,,,,,
87,,,,,
10,,,,,
89,,,,,
24,,,,,
83,,,,,
81,,,,,
32,,,,,
32,,,,,
24,,,,,
93,,,,,
94,,,,,
84,,,,,
92,,,,,
17,,,,,
95,,,,,
87,,,,,
54,,,,,
5,,,,,
87,,,,,
23,,,,,
80,,,,,
80,,,,,
93,,,,,
3,,,,,
73,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
77,,,,,
77,,,,,
79,,,,,
83,,,,,
82,,,,,
79,,,,,
77,,,,,
78,,,,,
85,,,,,
86,,,,,
87,,,,,
81,,,,,
79,,,,,
79,,,,,
81,,,,,
84,,,,,
96,,,,,
83,,,,,
98,,,,,
83,,,,,
81,,,,,
77,,,,,
89,,,,,
79,,,,,
84,,,,,
0,,,,,
5,,,,,
80,,,,,
86,,,,,
87,,,,,
79,,,,,
86,,,,,
89,,,,,
82,,,,,
9,,,,,
84,,,,,
17,,,,,
13,,,,,
97,,,,,
0,,,,,
11,,,,,
89,,,,,
91,,,,,
97,,,,,
38,,,,,
95,,,,,
0,,,,,
91,,,,,
1,,,,,
1,,,,,
78,,,,,
93,,,,,
79,,,,,
95,,,,,
5,,,,,
44,,,,,
8,,,,,
89,,,,,
41,,,,,
80,,,,,
23,,,,,
79,,,,,
8,,,,,
92,,,,,
8,,,,,
0,,,,,
92,,,,,
36,,,,,
52,,,,,
5,,,,,
84,,,,,
31,,,,,
89,,,,,
27,,,,,
72,,,,,
79,,,,,
85,,,,,
93,,,,,
88,,,,,
53,,,,,
17,,,,,
8,,,,,
17,,,,,
97,,,,,
6,,,,,
0,,,,,
9,,,,,
79,,,,,
50,,,,,
80,,,,,
13,,,,,
20,,,,,
83,,,,,
84,,,,,
94,,,,,
77,,,,,
78,,,,,
80,,,,,
80,,,,,
76,,,,,
77,,,,,
80,,,,,
79,,,,,
92,,,,,
76,,,,,
77,,,,,
85,,,,,
83,,,,,
82,,,,,
85,,,,,
84,,,,,
78,,,,,
82,,,,,
82,,,,,
91,,,,,
84,,,,,
80,,,,,
79,,,,,
3,,,,,
81,,,,,
77,,,,,
80,,,,,
12,,,,,
12,,,,,
96,,,,,
78,,,,,
81,,,,,
85,,,,,
96,,,,,
8,,,,,
78,,,,,
90,,,,,
99,,,,,
83,,,,,
83,,,,,
97,,,,,
78,,,,,
79,,,,,
15,,,,,
87,,,,,
79,,,,,
85,,,,,
28,,,,,
80,,,,,
78,,,,,
1,,,,,
86,,,,,
91,,,,,
91,,,,,
10,,,,,
83,,,,,
90,,,,,
88,,,,,
80,,,,,
11,,,,,
90,,,,,
78,,,,,
85,,,,,
95,,,,,
81,,,,,
20,,,,,
3,,,,,
99,,,,,
44,,,,,
80,,,,,
29,,,,,
1,,,,,
10,,,,,
1,,,,,
33,,,,,
32,,,,,
55,,,,,
98,,,,,
80,,,,,
78,,,,,
93,,,,,
58,,,,,
69,,,,,
85,,,,,
80,,,,,
83,,,,,
79,,,,,
27,,,,,
34,,,,,
69,,,,,
34,,,,,
15,,,,,
37,,,,,
75,,,,,
81,,,,,
83,,,,,
39,,,,,
0,,,,,
92,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
76,,,,,
77,,,,,
78,,,,,
82,,,,,
82,,,,,
76,,,,,
82,,,,,
78,,,,,
79,,,,,
84,,,,,
77,,,,,
87,,,,,
86,,,,,
85,,,,,
85,,,,,
82,,,,,
81,,,,,
80,,,,,
89,,,,,
85,,,,,
76,,,,,
77,,,,,
92,,,,,
89,,,,,
98,,,,,
91,,,,,
80,,,,,
78,,,,,
87,,,,,
4,,,,,
76,,,,,
98,,,,,
85,,,,,
79,,,,,
5,,,,,
77,,,,,
95,,,,,
88,,,,,
89,,,,,
85,,,,,
26,,,,,
91,,,,,
86,,,,,
95,,,,,
87,,,,,
95,,,,,
35,,,,,
92,,,,,
87,,,,,
17,,,,,
98,,,,,
88,,,,,
87,,,,,
93,,,,,
20,,,,,
2,,,,,
95,,,,,
82,,,,,
80,,,,,
18,,,,,
90,,,,,
31,,,,,
78,,,,,
59,,,,,
41,,,,,
86,,,,,
18,,,,,
13,,,,,
6,,,,,
11,,,,,
98,,,,,
9,,,,,
7,,,,,
94,,,,,
18,,,,,
50,,,,,
40,,,,,
78,,,,,
43,,,,,
40,,,,,
90,,,,,
9,,,,,
46,,,,,
84,,,,,
20,,,,,
83,,,,,
6,,,,,
18,,,,,
44,,,,,
80,,,,,
94,,,,,
77,,,,,
89,,,,,
27,,,,,
14,,,,,
77,,,,,
78,,,,,
80,,,,,
80,,,,,
77,,,,,
77,,,,,
80,,,,,
79,,,,,
80,,,,,
79,,,,,
89,,,,,
78,,,,,
82,,,,,
88,,,,,
89,,,,,
77,,,,,
78,,,,,
79,,,,,
90,,,,,
87,,,,,
88,,,,,
94,,,,,
85,,,,,
98,,,,,
78,,,,,
89,,,,,
79,,,,,
80,,,,,
87,,,,,
85,,,,,
86,,,,,
83,,,,,
88,,,,,
92,,,,,
79,,,,,
79,,,,,
88,,,,,
85,,,,,
13,,,,,
90,,,,,
87,,,,,
95,,,,,
14,,,,,
92,,,,,
76,,,,,
85,,,,,
96,,,,,
82,,,,,
29,,,,,
33,,,,,
81,,,,,
95,,,,,
7,,,,,
9,,,,,
98,,,,,
78,,,,,
82,,,,,
8,,,,,
92,,,,,
27,,,,,
4,,,,,
90,,,,,
90,,,,,
86,,,,,
5,,,,,
85,,,,,
7,,,,,
96,,,,,
10,,,,,
85,,,,,
46,,,,,
92,,,,,
3,,,,,
49,,,,,
84,,,,,
11,,,,,
80,,,,,
53,,,,,
8,,,,,
15,,,,,
14,,,,,
80,,,,,
91,,,,,
6,,,,,
0,,,,,
77,,,,,
6,,,,,
2,,,,,
43,,,,,
99,,,,,
88,,,,,
83,,,,,
65,,,,,
87,,,,,
78,,,,,
13,,,,,
63,,,,,
86,,,,,
15,,,,,
77,,,,,
78,,,,,
79,,,,,
82,,,,,
79,,,,,
77,,,,,
83,,,,,
83,,,,,
82,,,,,
83,,,,,
81,,,,,
87,,,,,
79,,,,,
80,,,,,
76,,,,,
85,,,,,
80,,,,,
97,,,,,
86,,,,,
77,,,,,
80,,,,,
85,,,,,
82,,,,,
81,,,,,
93,,,,,
79,,,,,
79,,,,,
81,,,,,
99,,,,,
86,,,,,
79,,,,,
79,,,,,
95,,,,,
82,,,,,
3,,,,,
87,,,,,
80,,,,,
99,,,,,
98,,,,,
90,,,,,
98,,,,,
84,,,,,
8,,,,,
92,,,,,
76,,,,,
94,,,,,
98,,,,,
3,,,,,
86,,,,,
6,,,,,
88,,,,,
83,,,,,
39,,,,,
49,,,,,
76,,,,,
92,,,,,
40,,,,,
26,,,,,
97,,,,,
96,,,,,
88,,,,,
21,,,,,
92,,,,,
17,,,,,
13,,,,,
96,,,,,
11,,,,,
24,,,,,
20,,,,,
91,,,,,
4,,,,,
23,,,,,
84,,,,,
81,,,,,
81,,,,,
76,,,,,
5,,,,,
97,,,,,
5,,,,,
80,,,,,
85,,,,,
87,,,,,
36,,,,,
3,,,,,
6,,,,,
83,,,,,
90,,,,,
53,,,,,
83,,,,,
91,,,,,
23,,,,,
22,,,,,
39,,,,,
91,,,,,
50,,,,,
33,,,,,
80,,,,,
11,,,,,
49,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
76,,,,,
77,,,,,
78,,,,,
79,,,,,
81,,,,,
80,,,,,
81,,,,,
78,,,,,
87,,,,,
83,,,,,
79,,,,,
86,,,,,
87,,,,,
87,,,,,
90,,,,,
80,,,,,
78,,,,,
5,,,,,
79,,,,,
95,,,,,
83,,,,,
82,,,,,
90,,,,,
87,,,,,
84,,,,,
76,,,,,
97,,,,,
84,,,,,
82,,,,,
85,,,,,
97,,,,,
86,,,,,
98,,,,,
96,,,,,
80,,,,,
97,,,,,
5,,,,,
99,,,,,
4,,,,,
93,,,,,
83,,,,,
92,,,,,
93,,,,,
95,,,,,
40,,,,,
83,,,,,
95,,,,,
95,,,,,
82,,,,,
92,,,,,
36,,,,,
89,,,,,
84,,,,,
99,,,,,
22,,,,,
97,,,,,
82,,,,,
3,,,,,
2,,,,,
5,,,,,
0,,,,,
34,,,,,
89,,,,,
63,,,,,
20,,,,,
81,,,,,
27,,,,,
81,,,,,
28,,,,,
26,,,,,
99,,,,,
78,,,,,
93,,,,,
96,,,,,
2,,,,,
79,,,,,
14,,,,,
42,,,,,
21,,,,,
60,,,,,
79,,,,,
15,,,,,
98,,,,,
80,,,,,
82,,,,,
56,,,,,
39,,,,,
13,,,,,
9,,,,,
13,,,,,
19,,,,,
77,,,,,
78,,,,,
52,,,,,
2,,,,,
77,,,,,
78,,,,,
79,,,,,
81,,,,,
77,,,,,
77,,,,,
83,,,,,
82,,,,,
81,,,,,
76,,,,,
78,,,,,
86,,,,,
79,,,,,
92,,,,,
89,,,,,
79,,,,,
87,,,,,
83,,,,,
83,,,,,
78,,,,,
80,,,,,
81,,,,,
79,,,,,
4,,,,,
78,,,,,
87,,,,,
78,,,,,
80,,,,,
89,,,,,
83,,,,,
78,,,,,
82,,,,,
79,,,,,
86,,,,,
96,,,,,
79,,,,,
80,,,,,
97,,,,,
80,,,,,
82,,,,,
2,,,,,
2,,,,,
14,,,,,
0,,,,,
84,,,,,
0,,,,,
2,,,,,
94,,,,,
10,,,,,
99,,,,,
85,,,,,
18,,,,,
99,,,,,
34,,,,,
97,,,,,
95,,,,,
78,,,,,
15,,,,,
91,,,,,
85,,,,,
88,,,,,
89,,,,,
85,,,,,
36,,,,,
76,,,,,
89,,,,,
97,,,,,
88,,,,,
0,,,,,
83,,,,,
82,,,,,
4,,,,,
30,,,,,
80,,,,,
28,,,,,
90,,,,,
16,,,,,
93,,,,,
81,,,,,
53,,,,,
38,,,,,
25,,,,,
56,,,,,
26,,,,,
94,,,,,
94,,,,,
64,,,,,
85,,,,,
11,,,,,
84,,,,,
81,,,,,
11,,,,,
10,,,,,
9,,,,,
81,,,,,
31,,,,,
99,,,,,
4,,,,,
86,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
78,,,,,
78,,,,,
79,,,,,
90,,,,,
81,,,,,
78,,,,,
90,,,,,
82,,,,,
86,,,,,
85,,,,,
83,,,,,
90,,,,,
82,,,,,
99,,,,,
80,,,,,
81,,,,,
77,,,,,
97,,,,,
87,,,,,
90,,,,,
82,,,,,
97,,,,,
81,,,,,
91,,,,,
91,,,,,
81,,,,,
87,,,,,
94,,,,,
87,,,,,
96,,,,,
91,,,,,
24,,,,,
84,,,,,
79,,,,,
91,,,,,
95,,,,,
90,,,,,
1,,,,,
84,,,,,
5,,,,,
92,,,,,
5,,,,,
8,,,,,
19,,,,,
5,,,,,
77,,,,,
96,,,,,
99,,,,,
7,,,,,
5,,,,,
20,,,,,
2,,,,,
20,,,,,
88,,,,,
4,,,,,
16,,,,,
39,,,,,
14,,,,,
91,,,,,
51,,,,,
12,,,,,
82,,,,,
5,,,,,
82,,,,,
16,,,,,
76,,,,,
80,,,,,
35,,,,,
3,,,,,
43,,,,,
20,,,,,
4,,,,,
3,,,,,
81,,,,,
3,,,,,
78,,,,,
34,,,,,
17,,,,,
88,,,,,
8,,,,,
65,,,,,
20,,,,,
46,,,,,
67,,,,,
31,,,,,
85,,,,,
19,,,,,
65,,,,,
42,,,,,
97,,,,,
85,,,,,
51,,,,,
84,,,,,
11,,,,,
0,,,,,
77,,,,,
78,,,,,
79,,,,,
84,,,,,
76,,,,,
79,,,,,
85,,,,,
80,,,,,
81,,,,,
76,,,,,
77,,,,,
86,,,,,
83,,,,,
82,,,,,
76,,,,,
81,,,,,
85,,,,,
82,,,,,
88,,,,,
79,,,,,
81,,,,,
81,,,,,
81,,,,,
85,,,,,
79,,,,,
87,,,,,
97,,,,,
85,,,,,
81,,,,,
78,,,,,
85,,,,,
15,,,,,
89,,,,,
83,,,,,
90,,,,,
81,,,,,
82,,,,,
5,,,,,
1,,,,,
83,,,,,
86,,,,,
85,,,,,
87,,,,,
80,,,,,
6,,,,,
88,,,,,
98,,,,,
6,,,,,
86,,,,,
76,,,,,
97,,,,,
2,,,,,
79,,,,,
30,,,,,
83,,,,,
5,,,,,
92,,,,,
22,,,,,
91,,,,,
37,,,,,
10,,,,,
15,,,,,
35,,,,,
88,,,,,
76,,,,,
1,,,,,
81,,,,,
98,,,,,
94,,,,,
79,,,,,
13,,,,,
9,,,,,
94,,,,,
90,,,,,
98,,,,,
84,,,,,
10,,,,,
13,,,,,
18,,,,,
97,,,,,
22,,,,,
96,,,,,
12,,,,,
92,,,,,
35,,,,,
94,,,,,
19,,,,,
99,,,,,
63,,,,,
91,,,,,
18,,,,,
15,,,,,
88,,,,,
14,,,,,
68,,,,,
78,,,,,
87,,,,,
10,,,,,
12,,,,,
77,,,,,
78,,,,,
79,,,,,
81,,,,,
79,,,,,
78,,,,,
82,,,,,
84,,,,,
80,,,,,
82,,,,,
83,,,,,
82,,,,,
80,,,,,
83,,,,,
85,,,,,
88,,,,,
84,,,,,
80,,,,,
82,,,,,
76,,,,,
86,,,,,
78,,,,,
3,,,,,
80,,,,,
82,,,,,
91,,,,,
89,,,,,
88,,,,,
91,,,,,
90,,,,,
3,,,,,
83,,,,,
84,,,,,
81,,,,,
84,,,,,
81,,,,,
84,,,,,
90,,,,,
95,,,,,
82,,,,,
3,,,,,
28,,,,,
89,,,,,
1,,,,,
86,,,,,
17,,,,,
1,,,,,
79,,,,,
90,,,,,
84,,,,,
82,,,,,
86,,,,,
24,,,,,
85,,,,,
11,,,,,
79,,,,,
0,,,,,
84,,,,,
90,,,,,
76,,,,,
95,,,,,
10,,,,,
19,,,,,
84,,,,,
83,,,,,
48,,,,,
86,,,,,
39,,,,,
24,,,,,
83,,,,,
86,,,,,
48,,,,,
85,,,,,
93,,,,,
96,,,,,
99,,,,,
85,,,,,
84,,,,,
82,,,,,
40,,,,,
85,,,,,
25,,,,,
98,,,,,
83,,,,,
85,,,,,
1,,,,,
17,,,,,
88,,,,,
38,,,,,
1,,,,,
87,,,,,
82,,,,,
29,,,,,
98,,,,,
15,,,,,
21,,,,,
80,,,,,
79,,,,,
68,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
77,,,,,
78,,,,,
78,,,,,
85,,,,,
82,,,,,
77,,,,,
77,,,,,
78,,,,,
83,,,,,
89,,,,,
77,,,,,
85,,,,,
79,,,,,
98,,,,,
90,,,,,
79,,,,,
85,,,,,
89,,,,,
84,,,,,
82,,,,,
80,,,,,
89,,,,,
0,,,,,
84,,,,,
86,,,,,
79,,,,,
78,,,,,
86,,,,,
14,,,,,
80,,,,,
93,,,,,
87,,,,,
83,,,,,
90,,,,,
11,,,,,
1,,,,,
92,,,,,
10,,,,,
79,,,,,
87,,,,,
93,,,,,
77,,,,,
93,,,,,
2,,,,,
87,,,,,
86,,,,,
93,,,,,
91,,,,,
91,,,,,
91,,,,,
9,,,,,
17,,,,,
78,,,,,
32,,,,,
88,,,,,
32,,,,,
78,,,,,
53,,,,,
96,,,,,
84,,,,,
78,,,,,
43,,,,,
86,,,,,
34,,,,,
10,,,,,
97,,,,,
95,,,,,
87,,,,,
3,,,,,
12,,,,,
88,,,,,
0,,,,,
14,,,,,
84,,,,,
30,,,,,
50,,,,,
97,,,,,
79,,,,,
0,,,,,
84,,,,,
85,,,,,
94,,,,,
96,,,,,
58,,,,,
6,,,,,
76,,,,,
19,,,,,
21,,,,,
65,,,,,
29,,,,,
44,,,,,
45,,,,,
23,,,,,
34,,,,,
44,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
78,,,,,
80,,,,,
78,,,,,
80,,,,,
91,,,,,
76,,,,,
91,,,,,
80,,,,,
83,,,,,
81,,,,,
82,,,,,
78,,,,,
84,,,,,
79,,,,,
82,,,,,
81,,,,,
80,,,,,
90,,,,,
89,,,,,
84,,,,,
1,,,,,
82,,,,,
88,,,,,
96,,,,,
81,,,,,
5,,,,,
77,,,,,
85,,,,,
91,,,,,
80,,,,,
2,,,,,
13,,,,,
83,,,,,
82,,,,,
11,,,,,
8,,,,,
78,,,,,
87,,,,,
79,,,,,
3,,,,,
10,,,,,
87,,,,,
80,,,,,
88,,,,,
13,,,,,
0,,,,,
99,,,,,
98,,,,,
94,,,,,
94,,,,,
6,,,,,
26,,,,,
11,,,,,
98,,,,,
29,,,,,
30,,,,,
98,,,,,
78,,,,,
21,,,,,
86,,,,,
92,,,,,
16,,,,,
31,,,,,
88,,,,,
14,,,,,
93,,,,,
17,,,,,
4,,,,,
64,,,,,
17,,,,,
22,,,,,
28,,,,,
86,,,,,
81,,,,,
27,,,,,
84,,,,,
90,,,,,
15,,,,,
4,,,,,
19,,,,,
32,,,,,
56,,,,,
56,,,,,
18,,,,,
11,,,,,
46,,,,,
1,,,,,
51,,,,,
42,,,,,
69,,,,,
21,,,,,
98,,,,,
81,,,,,
96,,,,,
88,,,,,
77,,,,,
78,,,,,
80,,,,,
80,,,,,
76,,,,,
78,,,,,
79,,,,,
82,,,,,
92,,,,,
81,,,,,
81,,,,,
80,,,,,
84,,,,,
86,,,,,
76,,,,,
81,,,,,
82,,,,,
79,,,,,
95,,,,,
76,,,,,
80,,,,,
87,,,,,
82,,,,,
90,,,,,
97,,,,,
85,,,,,
97,,,,,
80,,,,,
91,,,,,
85,,,,,
77,,,,,
84,,,,,
86,,,,,
10,,,,,
86,,,,,
95,,,,,
93,,,,,
4,,,,,
88,,,,,
84,,,,,
82,,,,,
0,,,,,
89,,,,,
86,,,,,
79,,,,,
96,,,,,
95,,,,,
79,,,,,
10,,,,,
15,,,,,
35,,,,,
81,,,,,
2,,,,,
22,,,,,
95,,,,,
93,,,,,
96,,,,,
84,,,,,
11,,,,,
31,,,,,
77,,,,,
96,,,,,
20,,,,,
38,,,,,
12,,,,,
85,,,,,
3,,,,,
93,,,,,
80,,,,,
13,,,,,
63,,,,,
99,,,,,
85,,,,,
89,,,,,
77,,,,,
91,,,,,
29,,,,,
79,,,,,
99,,,,,
54,,,,,
86,,,,,
92,,,,,
86,,,,,
15,,,,,
99,,,,,
50,,,,,
84,,,,,
85,,,,,
36,,,,,
4,,,,,
99,,,,,
99,,,,,
14,,,,,
85,,,,,
77,,,,,
22,,,,,
93,,,,,
86,,,,,
7,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
76,,,,,
77,,,,,
78,,,,,
79,,,,,
83,,,,,
77,,,,,
78,,,,,
82,,,,,
